SKU;ProductTitleFR;ProductTitleEN;ProductDescriptionFR;ProductDescriptionEN;upc;RegularPrice;Inventory;weight;length;width;height;ImageUrl;ProductCategory;AssociatedSkus
"dirtde_1LK0545000";"Foam Filter dirtde_1LK0545000";"Foam Filter dirtde_1LK0545000";"Foam Filter dirtde_1LK0545000";"Foam Filter dirtde_1LK0545000";"";"11.590000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1LK0545000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1LK5613170";"Foam Filter  Anti Microbial dirtde_1LK5613170";"Foam Filter  Anti Microbial dirtde_1LK5613170";"Foam Filter  Anti Microbial dirtde_1LK5613170";"Foam Filter  Anti Microbial dirtde_1LK5613170";"";"10.330000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1LK5613170.jpg";"Johnny Vac Parts (*)";""
"dirtde_1LU0040000";"Handle Release Pedal dirtde_1LU0040000";"Handle Release Pedal dirtde_1LU0040000";"Handle Release Pedal dirtde_1LU0040000";"Handle Release Pedal dirtde_1LU0040000";"";"7.630000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1LU0040000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1LU0310X00";"Style 5 Belt  Grand River dirtde_1LU0310X00";"Style 5 Belt  Grand River dirtde_1LU0310X00";"Style 5 Belt  Grand River dirtde_1LU0310X00";"Style 5 Belt  Grand River dirtde_1LU0310X00";"";"7.230000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1LU0310X00.jpg";"Johnny Vac Parts (*)";""
"dirtde_1LV1000000";"Style 19 Belt dirtde_1LV1000000";"Style 19 Belt dirtde_1LV1000000";"Style 19 Belt dirtde_1LV1000000";"Style 19 Belt dirtde_1LV1000000";"";"9.340000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1LV1000000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1LV1115600";"Dirt Cup Lid Assembly  Red dirtde_1LV1115600";"Dirt Cup Lid Assembly  Red dirtde_1LV1115600";"Dirt Cup Lid Assembly  Red dirtde_1LV1115600";"Dirt Cup Lid Assembly  Red dirtde_1LV1115600";"";"23.150000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1LV1115600.jpg";"Johnny Vac Parts (*)";""
"dirtde_1LW3040000";"Nozzle Guard Assembly With Rubber Strip dirtde_1LW3040000";"Nozzle Guard Assembly With Rubber Strip dirtde_1LW3040000";"Nozzle Guard Assembly With Rubber Strip dirtde_1LW3040000";"Nozzle Guard Assembly With Rubber Strip dirtde_1LW3040000";"";"14.190000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1LW3040000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1LW3050000";"Upper Felt dirtde_1LW3050000";"Upper Felt dirtde_1LW3050000";"Upper Felt dirtde_1LW3050000";"Upper Felt dirtde_1LW3050000";"";"6.070000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1LW3050000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1PA0145600";"Back Panel Assembly dirtde_1PA0145600";"Back Panel Assembly dirtde_1PA0145600";"Back Panel Assembly dirtde_1PA0145600";"Back Panel Assembly dirtde_1PA0145600";"";"48.420000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1PA0145600.jpg";"Johnny Vac Parts (*)";""
"dirtde_1PF0104600";"Handle Release Pedal dirtde_1PF0104600";"Handle Release Pedal dirtde_1PF0104600";"Handle Release Pedal dirtde_1PF0104600";"Handle Release Pedal dirtde_1PF0104600";"";"5.920000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1PF0104600.jpg";"Johnny Vac Parts (*)";""
"dirtde_1PF0136000";"Bag Chamber Filter dirtde_1PF0136000";"Bag Chamber Filter dirtde_1PF0136000";"Bag Chamber Filter dirtde_1PF0136000";"Bag Chamber Filter dirtde_1PF0136000";"";"9.470000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1PF0136000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1PY1106000";"Foam Filter dirtde_1PY1106000";"Foam Filter dirtde_1PY1106000";"Foam Filter dirtde_1PY1106000";"Foam Filter dirtde_1PY1106000";"";"6.610000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1PY1106000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1RY1100000";"Shoulder Strap Holder dirtde_1RY1100000";"Shoulder Strap Holder dirtde_1RY1100000";"Shoulder Strap Holder dirtde_1RY1100000";"Shoulder Strap Holder dirtde_1RY1100000";"";"4.600000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1RY1100000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1RY1125000";"Bare Floor Brush dirtde_1RY1125000";"Bare Floor Brush dirtde_1RY1125000";"Bare Floor Brush dirtde_1RY1125000";"Bare Floor Brush dirtde_1RY1125000";"";"33.060000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1RY1125000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1RY1130000";"Carpet And Rug Nozzle dirtde_1RY1130000";"Carpet And Rug Nozzle dirtde_1RY1130000";"Carpet And Rug Nozzle dirtde_1RY1130000";"Carpet And Rug Nozzle dirtde_1RY1130000";"";"23.240000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1RY1130000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1RY1200000";"Chamber Air Inlet Filter dirtde_1RY1200000";"Chamber Air Inlet Filter dirtde_1RY1200000";"Chamber Air Inlet Filter dirtde_1RY1200000";"Chamber Air Inlet Filter dirtde_1RY1200000";"";"14.700000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1RY1200000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1RY2350000";"Filter Holder dirtde_1RY2350000";"Filter Holder dirtde_1RY2350000";"Filter Holder dirtde_1RY2350000";"Filter Holder dirtde_1RY2350000";"";"16.850000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1RY2350000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1RY3050000";"Accessory Cover dirtde_1RY3050000";"Accessory Cover dirtde_1RY3050000";"Accessory Cover dirtde_1RY3050000";"Accessory Cover dirtde_1RY3050000";"";"14.470000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1RY3050000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1RY3175000";"Wheel dirtde_1RY3175000";"Wheel dirtde_1RY3175000";"Wheel dirtde_1RY3175000";"Wheel dirtde_1RY3175000";"";"12.110000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1RY3175000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1RY3513000";"Upper Wand dirtde_1RY3513000";"Upper Wand dirtde_1RY3513000";"Upper Wand dirtde_1RY3513000";"Upper Wand dirtde_1RY3513000";"";"26.900000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1RY3513000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1RY3590000";"Type V Bag  Royal Aire dirtde_1RY3590000";"Type V Bag  Royal Aire dirtde_1RY3590000";"Type V Bag  Royal Aire dirtde_1RY3590000";"Type V Bag  Royal Aire dirtde_1RY3590000";"";"5.950000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1RY3590000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1SD1115000";"Air Inlet Seal dirtde_1SD1115000";"Air Inlet Seal dirtde_1SD1115000";"Air Inlet Seal dirtde_1SD1115000";"Air Inlet Seal dirtde_1SD1115000";"";"5.130000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1SD1115000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1SD1116000";"Bag Chamber Filter dirtde_1SD1116000";"Bag Chamber Filter dirtde_1SD1116000";"Bag Chamber Filter dirtde_1SD1116000";"Bag Chamber Filter dirtde_1SD1116000";"";"7.730000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1SD1116000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1SD6106000";"Exhaust Filter Cover dirtde_1SD6106000";"Exhaust Filter Cover dirtde_1SD6106000";"Exhaust Filter Cover dirtde_1SD6106000";"Exhaust Filter Cover dirtde_1SD6106000";"";"17.950000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1SD6106000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1SN0010000";"Motor Housing dirtde_1SN0010000";"Motor Housing dirtde_1SN0010000";"Motor Housing dirtde_1SN0010000";"Motor Housing dirtde_1SN0010000";"";"24.750000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1SN0010000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1SN0075000";"Handle Tube Screw 4 X  Red dirtde_1SN0075000";"Handle Tube Screw 4 X  Red dirtde_1SN0075000";"Handle Tube Screw 4 X  Red dirtde_1SN0075000";"Handle Tube Screw 4 X  Red dirtde_1SN0075000";"";"7.050000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1SN0075000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1SN0090000";"ca            Cord Hook dirtde_1SN0090000";"ca            Cord Hook dirtde_1SN0090000";"ca            Cord Hook dirtde_1SN0090000";"ca            Cord Hook dirtde_1SN0090000";"";"5.920000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1SN0090000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1SN0100000";"Rocker Switch dirtde_1SN0100000";"Rocker Switch dirtde_1SN0100000";"Rocker Switch dirtde_1SN0100000";"Rocker Switch dirtde_1SN0100000";"";"22.800000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1SN0100000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1SN0113000";"Upper Wand Holder dirtde_1SN0113000";"Upper Wand Holder dirtde_1SN0113000";"Upper Wand Holder dirtde_1SN0113000";"Upper Wand Holder dirtde_1SN0113000";"";"7.310000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1SN0113000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1SN0114000";"Upholstery  Dusting Brush Tool dirtde_1SN0114000";"Upholstery  Dusting Brush Tool dirtde_1SN0114000";"Upholstery  Dusting Brush Tool dirtde_1SN0114000";"Upholstery  Dusting Brush Tool dirtde_1SN0114000";"";"8.260000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1SN0114000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1SN0255600";"Brush Roll Cover dirtde_1SN0255600";"Brush Roll Cover dirtde_1SN0255600";"Brush Roll Cover dirtde_1SN0255600";"Brush Roll Cover dirtde_1SN0255600";"";"12.480000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1SN0255600.jpg";"Johnny Vac Parts (*)";""
"dirtde_1SO1350000";"Handle Grip  Pivot dirtde_1SO1350000";"Handle Grip  Pivot dirtde_1SO1350000";"Handle Grip  Pivot dirtde_1SO1350000";"Handle Grip  Pivot dirtde_1SO1350000";"";"25.830000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1SO1350000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1SS0140000";"Motor Clamp dirtde_1SS0140000";"Motor Clamp dirtde_1SS0140000";"Motor Clamp dirtde_1SS0140000";"Motor Clamp dirtde_1SS0140000";"";"5.020000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1SS0140000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1SS0162000";"Cord Hook dirtde_1SS0162000";"Cord Hook dirtde_1SS0162000";"Cord Hook dirtde_1SS0162000";"Cord Hook dirtde_1SS0162000";"";"4.360000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1SS0162000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1SS0174000";"Crevice Tool dirtde_1SS0174000";"Crevice Tool dirtde_1SS0174000";"Crevice Tool dirtde_1SS0174000";"Crevice Tool dirtde_1SS0174000";"";"7.230000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1SS0174000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1SS0175000";"Dusting Brush dirtde_1SS0175000";"Dusting Brush dirtde_1SS0175000";"Dusting Brush dirtde_1SS0175000";"Dusting Brush dirtde_1SS0175000";"";"7.700000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1SS0175000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1SU1000000";"Belt dirtde_1SU1000000";"Belt dirtde_1SU1000000";"Belt dirtde_1SU1000000";"Belt dirtde_1SU1000000";"";"9.990000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1SU1000000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1SV1102000";"Crevice Tool dirtde_1SV1102000";"Crevice Tool dirtde_1SV1102000";"Crevice Tool dirtde_1SV1102000";"Crevice Tool dirtde_1SV1102000";"";"12.460000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1SV1102000.jpg";"Johnny Vac Parts (*)";""
"dirtde_1UD0281500";"Foam Filter  Black dirtde_1UD0281500";"Foam Filter  Black dirtde_1UD0281500";"Foam Filter  Black dirtde_1UD0281500";"Foam Filter  Black dirtde_1UD0281500";"";"8.420000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1UD0281500.jpg";"Johnny Vac Parts (*)";""
"dirtde_1XA1050000";"Handle Nut dirtde_1XA1050000";"Handle Nut dirtde_1XA1050000";"Handle Nut dirtde_1XA1050000";"Handle Nut dirtde_1XA1050000";"";"8.770000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_1XA1050000.jpg";"Johnny Vac Parts (*)";""
"dirtde_2020400000";"Pleated Filter Assembly dirtde_2020400000";"Pleated Filter Assembly dirtde_2020400000";"Pleated Filter Assembly dirtde_2020400000";"Pleated Filter Assembly dirtde_2020400000";"";"7.800000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2020400000.jpg";"Johnny Vac Parts (*)";""
"dirtde_2080226800";"Nozzle Assembly  Incls  13  43 dirtde_2080226800";"Nozzle Assembly  Incls  13  43 dirtde_2080226800";"Nozzle Assembly  Incls  13  43 dirtde_2080226800";"Nozzle Assembly  Incls  13  43 dirtde_2080226800";"";"0.010000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2080226800.jpg";"Johnny Vac Parts (*)";""
"dirtde_2088507000";"Screw Package  Chager Adaptor dirtde_2088507000";"Screw Package  Chager Adaptor dirtde_2088507000";"Screw Package  Chager Adaptor dirtde_2088507000";"Screw Package  Chager Adaptor dirtde_2088507000";"";"6.300000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2088507000.jpg";"Johnny Vac Parts (*)";""
"dirtde_2232260300";"Cloth Bag dirtde_2232260300";"Cloth Bag dirtde_2232260300";"Cloth Bag dirtde_2232260300";"Cloth Bag dirtde_2232260300";"";"33.250000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2232260300.jpg";"Johnny Vac Parts (*)";""
"dirtde_2240005300";"Nozzle Assembly Red  Turbo Driven dirtde_2240005300";"Nozzle Assembly Red  Turbo Driven dirtde_2240005300";"Nozzle Assembly Red  Turbo Driven dirtde_2240005300";"Nozzle Assembly Red  Turbo Driven dirtde_2240005300";"";"80.080000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2240005300.jpg";"Johnny Vac Parts (*)";""
"dirtde_2240181000";"Nozzle Assembly Blue  Turbo Driven dirtde_2240181000";"Nozzle Assembly Blue  Turbo Driven dirtde_2240181000";"Nozzle Assembly Blue  Turbo Driven dirtde_2240181000";"Nozzle Assembly Blue  Turbo Driven dirtde_2240181000";"";"84.300000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2240181000.jpg";"Johnny Vac Parts (*)";""
"dirtde_2280102000";"Clean Water Tank WCap  Blue dirtde_2280102000";"Clean Water Tank WCap  Blue dirtde_2280102000";"Clean Water Tank WCap  Blue dirtde_2280102000";"Clean Water Tank WCap  Blue dirtde_2280102000";"";"61.210000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2280102000.jpg";"Johnny Vac Parts (*)";""
"dirtde_2280700000";"Brush Assembly dirtde_2280700000";"Brush Assembly dirtde_2280700000";"Brush Assembly dirtde_2280700000";"Brush Assembly dirtde_2280700000";"";"16.700000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2280700000.jpg";"Johnny Vac Parts (*)";""
"dirtde_230504";"Permafilter Assembly dirtde_230504";"Permafilter Assembly dirtde_230504";"Permafilter Assembly dirtde_230504";"Permafilter Assembly dirtde_230504";"";"26.480000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_230504.jpg";"Johnny Vac Parts (*)";""
"dirtde_2370700000";"b Motor Assembly dirtde_2370700000";"b Motor Assembly dirtde_2370700000";"b Motor Assembly dirtde_2370700000";"b Motor Assembly dirtde_2370700000";"";"72.480000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2370700000.jpg";"Johnny Vac Parts (*)";""
"dirtde_2450024000";"Solution Bottle Assembly dirtde_2450024000";"Solution Bottle Assembly dirtde_2450024000";"Solution Bottle Assembly dirtde_2450024000";"Solution Bottle Assembly dirtde_2450024000";"";"37.550000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2450024000.jpg";"Johnny Vac Parts (*)";""
"dirtde_2450029000";"Lower Bottle Cap dirtde_2450029000";"Lower Bottle Cap dirtde_2450029000";"Lower Bottle Cap dirtde_2450029000";"Lower Bottle Cap dirtde_2450029000";"";"9.700000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2450029000.jpg";"Johnny Vac Parts (*)";""
"dirtde_2450031000";"Upper Bottle Cap dirtde_2450031000";"Upper Bottle Cap dirtde_2450031000";"Upper Bottle Cap dirtde_2450031000";"Upper Bottle Cap dirtde_2450031000";"";"3.760000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2450031000.jpg";"Johnny Vac Parts (*)";""
"dirtde_2520623600";"Hose Assembly dirtde_2520623600";"Hose Assembly dirtde_2520623600";"Hose Assembly dirtde_2520623600";"Hose Assembly dirtde_2520623600";"";"22.170000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2520623600.jpg";"Johnny Vac Parts (*)";""
"dirtde_2540077000";"Motor  dirtde_2540077000";"Motor  dirtde_2540077000";"Motor  dirtde_2540077000";"Motor  dirtde_2540077000";"";"140.630000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2540077000.jpg";"Johnny Vac Parts (*)";""
"dirtde_2630172000";"Motor  dirtde_2630172000";"Motor  dirtde_2630172000";"Motor  dirtde_2630172000";"Motor  dirtde_2630172000";"";"154.660000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2630172000.jpg";"Johnny Vac Parts (*)";""
"dirtde_2660117000";"Logo Clean Water Tank Assembly  White dirtde_2660117000";"Logo Clean Water Tank Assembly  White dirtde_2660117000";"Logo Clean Water Tank Assembly  White dirtde_2660117000";"Logo Clean Water Tank Assembly  White dirtde_2660117000";"";"33.020000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2660117000.jpg";"Johnny Vac Parts (*)";""
"dirtde_2660157000";"Brush Bar Assembly dirtde_2660157000";"Brush Bar Assembly dirtde_2660157000";"Brush Bar Assembly dirtde_2660157000";"Brush Bar Assembly dirtde_2660157000";"";"20.420000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2660157000.jpg";"Johnny Vac Parts (*)";""
"dirtde_2660166000";"Series B D W Tank Top  Smoke Blue WFilter dirtde_2660166000";"Series B D W Tank Top  Smoke Blue WFilter dirtde_2660166000";"Series B D W Tank Top  Smoke Blue WFilter dirtde_2660166000";"Series B D W Tank Top  Smoke Blue WFilter dirtde_2660166000";"";"33.180000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2660166000.jpg";"Johnny Vac Parts (*)";""
"dirtde_2673274000";"Brush Roll Assembly  14 Hex Ends With Speed Indicator dirtde_2673274000";"Brush Roll Assembly  14 Hex Ends With Speed Indicator dirtde_2673274000";"Brush Roll Assembly  14 Hex Ends With Speed Indicator dirtde_2673274000";"Brush Roll Assembly  14 Hex Ends With Speed Indicator dirtde_2673274000";"";"0.010000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2673274000.jpg";"Johnny Vac Parts (*)";""
"dirtde_2700335600";"Brush Roll Assembly dirtde_2700335600";"Brush Roll Assembly dirtde_2700335600";"Brush Roll Assembly dirtde_2700335600";"Brush Roll Assembly dirtde_2700335600";"";"27.390000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2700335600.jpg";"Johnny Vac Parts (*)";""
"dirtde_270046001";"Switch Assembly  Main Power dirtde_270046001";"Switch Assembly  Main Power dirtde_270046001";"Switch Assembly  Main Power dirtde_270046001";"Switch Assembly  Main Power dirtde_270046001";"";"16.310000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_270046001.jpg";"Johnny Vac Parts (*)";""
"dirtde_2700575700";"Port Hose Connector  Valve Assembly dirtde_2700575700";"Port Hose Connector  Valve Assembly dirtde_2700575700";"Port Hose Connector  Valve Assembly dirtde_2700575700";"Port Hose Connector  Valve Assembly dirtde_2700575700";"";"14.530000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2700575700.jpg";"Johnny Vac Parts (*)";""
"dirtde_2700755Q00";"Hose Door Assembly dirtde_2700755Q00";"Hose Door Assembly dirtde_2700755Q00";"Hose Door Assembly dirtde_2700755Q00";"Hose Door Assembly dirtde_2700755Q00";"";"11.150000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2700755Q00.jpg";"Johnny Vac Parts (*)";""
"dirtde_2700805B00";"CW Tank Fill Cap dirtde_2700805B00";"CW Tank Fill Cap dirtde_2700805B00";"CW Tank Fill Cap dirtde_2700805B00";"CW Tank Fill Cap dirtde_2700805B00";"";"11.300000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2700805B00.jpg";"Johnny Vac Parts (*)";""
"dirtde_2710240600";"Fan Assembly dirtde_2710240600";"Fan Assembly dirtde_2710240600";"Fan Assembly dirtde_2710240600";"Fan Assembly dirtde_2710240600";"";"15.220000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2710240600.jpg";"Johnny Vac Parts (*)";""
"dirtde_2710673600";"Handle Screw Assembly dirtde_2710673600";"Handle Screw Assembly dirtde_2710673600";"Handle Screw Assembly dirtde_2710673600";"Handle Screw Assembly dirtde_2710673600";"";"7.960000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2710673600.jpg";"Johnny Vac Parts (*)";""
"dirtde_2710801700";"CW Bottle Assembly WHandle dirtde_2710801700";"CW Bottle Assembly WHandle dirtde_2710801700";"CW Bottle Assembly WHandle dirtde_2710801700";"CW Bottle Assembly WHandle dirtde_2710801700";"";"31.690000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2710801700.jpg";"Johnny Vac Parts (*)";""
"dirtde_2771103000";"8 Hose Assembly dirtde_2771103000";"8 Hose Assembly dirtde_2771103000";"8 Hose Assembly dirtde_2771103000";"8 Hose Assembly dirtde_2771103000";"";"42.950000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2771103000.jpg";"Johnny Vac Parts (*)";""
"dirtde_2771600600";"Upholstery Nozzle Tool dirtde_2771600600";"Upholstery Nozzle Tool dirtde_2771600600";"Upholstery Nozzle Tool dirtde_2771600600";"Upholstery Nozzle Tool dirtde_2771600600";"";"38.080000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2771600600.jpg";"Johnny Vac Parts (*)";""
"dirtde_2790100000";"Base Motor Brushroll Brush Roll Motor  Housing Assembly dirtde_2790100000";"Base Motor Brushroll Brush Roll Motor  Housing Assembly dirtde_2790100000";"Base Motor Brushroll Brush Roll Motor  Housing Assembly dirtde_2790100000";"Base Motor Brushroll Brush Roll Motor  Housing Assembly dirtde_2790100000";"";"1123.690000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2790100000.jpg";"Johnny Vac Parts (*)";""
"dirtde_2790537600";"Dwt Filter Assembly dirtde_2790537600";"Dwt Filter Assembly dirtde_2790537600";"Dwt Filter Assembly dirtde_2790537600";"Dwt Filter Assembly dirtde_2790537600";"";"12.080000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2790537600.jpg";"Johnny Vac Parts (*)";""
"dirtde_2790710700";"Cwt  Soap Cap dirtde_2790710700";"Cwt  Soap Cap dirtde_2790710700";"Cwt  Soap Cap dirtde_2790710700";"Cwt  Soap Cap dirtde_2790710700";"";"8.140000";"0";"0.000000";"0";"0.000000";"0.000000";"http://www.johnnyvacstock.com/photos/web/dirtde_2790710700.jpg";"Johnny Vac Parts (*)";""
